NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	Details ...	75	-0.59178084	-2.3190417	0.0	0.0	0.0	5859	tags=72%, list=34%, signal=109%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Details ...	446	-0.4485377	-2.2035444	0.0	0.005631022	0.008	4802	tags=46%, list=28%, signal=62%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS	Details ...	302	-0.4652356	-2.2011728	0.0	0.0037540148	0.008	4572	tags=46%, list=27%, signal=61%	
GOBP_DECIDUALIZATION	GOBP_DECIDUALIZATION	Details ...	23	-0.7222942	-2.1773162	0.0	0.0053354516	0.015	1026	tags=35%, list=6%, signal=37%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Details ...	73	-0.5590966	-2.1435184	0.0	0.0076486217	0.027	4174	tags=48%, list=24%, signal=63%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	77	-0.5383225	-2.131853	0.0	0.007548484	0.032	5913	tags=61%, list=35%, signal=93%	
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	GOBP_MATERNAL_PLACENTA_DEVELOPMENT	Details ...	32	-0.6490716	-2.1171992	0.0	0.007864983	0.039	1026	tags=28%, list=6%, signal=30%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	Details ...	163	-0.4719269	-2.0885928	0.0	0.012140549	0.068	3372	tags=36%, list=20%, signal=44%	
GOBP_MITOTIC_NUCLEAR_DIVISION	GOBP_MITOTIC_NUCLEAR_DIVISION	Details ...	315	-0.43358722	-2.0791013	0.0	0.012351711	0.078	3853	tags=37%, list=23%, signal=47%	
GOBP_CHROMOSOME_LOCALIZATION	GOBP_CHROMOSOME_LOCALIZATION	Details ...	87	-0.5146145	-2.057043	0.0	0.016165756	0.11	3193	tags=45%, list=19%, signal=55%	
GOBP_MITOCHONDRIAL_TRANSLATION	GOBP_MITOCHONDRIAL_TRANSLATION	Details ...	131	-0.4816905	-2.0512714	0.0	0.015594236	0.115	5853	tags=60%, list=34%, signal=90%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION	Details ...	191	-0.45231268	-2.0452049	0.0	0.015586903	0.124	4322	tags=41%, list=25%, signal=55%	
GOBP_MATURATION_OF_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA	Details ...	28	-0.6464843	-2.0410693	0.0	0.015364889	0.131	3705	tags=61%, list=22%, signal=77%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	230	-0.44983158	-2.040862	0.0	0.01447439	0.132	3522	tags=35%, list=21%, signal=44%	
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_MITOCHONDRIAL_GENE_EXPRESSION	Details ...	162	-0.46654838	-2.03739	0.0	0.014634221	0.14	5853	tags=60%, list=34%, signal=90%	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	Details ...	50	-0.5528938	-2.0253472	0.0	0.016600803	0.165	5859	tags=66%, list=34%, signal=100%	
GOBP_DENDRITIC_CELL_DIFFERENTIATION	GOBP_DENDRITIC_CELL_DIFFERENTIATION	Details ...	38	-0.60174805	-2.010352	0.0	0.018771451	0.194	2758	tags=39%, list=16%, signal=47%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	123	-0.4762744	-2.008733	0.0	0.018120816	0.197	4186	tags=41%, list=24%, signal=55%	
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	Details ...	43	-0.57021594	-2.0007153	0.0	0.018711615	0.216	2429	tags=40%, list=14%, signal=46%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	105	-0.4910358	-1.9980565	0.0	0.018831793	0.23	3776	tags=41%, list=22%, signal=52%	
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		22	-0.67687255	-1.9897994	0.0	0.020336736	0.259	2496	tags=55%, list=15%, signal=64%	
GOBP_REGULATION_OF_COAGULATION	GOBP_REGULATION_OF_COAGULATION		66	-0.52445924	-1.9843341	0.0	0.020737767	0.271	1399	tags=29%, list=8%, signal=31%	
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE		38	-0.5813752	-1.9793053	0.0	0.021049943	0.289	2535	tags=37%, list=15%, signal=43%	
GOBP_MATURATION_OF_SSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA		54	-0.54021674	-1.9787178	0.0	0.020349722	0.29	5853	tags=65%, list=34%, signal=98%	
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION		59	-0.54062116	-1.973722	0.0	0.021169562	0.314	3105	tags=42%, list=18%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	GOBP_NEGATIVE_REGULATION_OF_COAGULATION		46	-0.553833	-1.9715257	0.0	0.020952934	0.322	1891	tags=35%, list=11%, signal=39%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		94	-0.48763543	-1.9711455	0.0	0.020176899	0.322	3776	tags=40%, list=22%, signal=52%	
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		22	-0.65968204	-1.9676721	0.0	0.02035086	0.337	3971	tags=64%, list=23%, signal=83%	
GOBP_EMBRYO_IMPLANTATION	GOBP_EMBRYO_IMPLANTATION		49	-0.5533258	-1.9603332	0.0023980816	0.021819716	0.366	2643	tags=41%, list=15%, signal=48%	
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS		19	-0.6844255	-1.9562236	0.0	0.02258979	0.386	3254	tags=58%, list=19%, signal=71%	
GOBP_POSITIVE_CHEMOTAXIS	GOBP_POSITIVE_CHEMOTAXIS		51	-0.5363463	-1.95602	0.0	0.021950625	0.387	2966	tags=47%, list=17%, signal=57%	
GOBP_RRNA_METABOLIC_PROCESS	GOBP_RRNA_METABOLIC_PROCESS		263	-0.41915464	-1.9551558	0.0	0.021526659	0.391	4442	tags=42%, list=26%, signal=56%	
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE		34	-0.5908306	-1.9549203	0.0	0.020916041	0.392	3788	tags=59%, list=22%, signal=75%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		287	-0.41565597	-1.95338	0.0	0.020756861	0.397	5343	tags=47%, list=31%, signal=67%	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		20	-0.67858046	-1.9533141	0.0	0.020243736	0.399	2318	tags=45%, list=14%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		48	-0.55501205	-1.9527053	0.0	0.019799097	0.402	4186	tags=56%, list=24%, signal=74%	
GOBP_CELL_CYCLE_DNA_REPLICATION	GOBP_CELL_CYCLE_DNA_REPLICATION		42	-0.5691618	-1.9506787	0.0	0.019646415	0.409	2260	tags=36%, list=13%, signal=41%	
GOBP_PEPTIDYL_ASPARAGINE_MODIFICATION	GOBP_PEPTIDYL_ASPARAGINE_MODIFICATION		25	-0.6382938	-1.9482504	0.0022222223	0.019942852	0.42	4541	tags=68%, list=27%, signal=92%	
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE		63	-0.52263105	-1.9479842	0.0	0.01953787	0.422	3908	tags=59%, list=23%, signal=76%	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION		85	-0.48830888	-1.9474968	0.0	0.019153409	0.424	3683	tags=42%, list=22%, signal=54%	
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION		37	-0.5781724	-1.9453351	0.0	0.019162819	0.433	3570	tags=57%, list=21%, signal=72%	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION		61	-0.528412	-1.9447174	0.0	0.018940102	0.437	3767	tags=49%, list=22%, signal=63%	
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING		67	-0.5094311	-1.9439412	0.0	0.018598238	0.439	3081	tags=46%, list=18%, signal=56%	
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN		41	-0.553913	-1.941702	0.0	0.018815419	0.448	1357	tags=29%, list=8%, signal=32%	
GOBP_NIK_NF_KAPPAB_SIGNALING	GOBP_NIK_NF_KAPPAB_SIGNALING		115	-0.46102718	-1.9389495	0.0	0.018895488	0.456	2916	tags=30%, list=17%, signal=35%	
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS		15	-0.7405719	-1.9372474	0.0	0.018851656	0.465	2392	tags=60%, list=14%, signal=70%	
GOBP_PROTEIN_HYDROXYLATION	GOBP_PROTEIN_HYDROXYLATION		27	-0.6268634	-1.932073	0.0	0.019674314	0.489	3473	tags=56%, list=20%, signal=70%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION		53	-0.5243215	-1.9315951	0.0	0.019469926	0.491	4186	tags=51%, list=24%, signal=67%	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS		26	-0.6193974	-1.9298295	0.0046620048	0.019560538	0.503	2859	tags=46%, list=17%, signal=55%	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	GOBP_REGULATION_OF_NUCLEAR_DIVISION		131	-0.44605598	-1.9231912	0.0	0.021239614	0.538	2068	tags=31%, list=12%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING		36	-0.5780712	-1.9207464	0.0	0.021319436	0.544	2496	tags=42%, list=15%, signal=49%	
GOBP_PROTEIN_FOLDING	GOBP_PROTEIN_FOLDING		202	-0.42478168	-1.9197628	0.0	0.021016672	0.547	3590	tags=42%, list=21%, signal=53%	
GOBP_MATURATION_OF_5_8S_RRNA	GOBP_MATURATION_OF_5_8S_RRNA		36	-0.57392144	-1.9171541	0.0	0.021382798	0.559	5921	tags=75%, list=35%, signal=115%	
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT		20	-0.65068847	-1.9149526	0.0	0.021401314	0.562	1398	tags=40%, list=8%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY		15	-0.7097102	-1.9131474	0.0023364485	0.02149828	0.571	4180	tags=87%, list=24%, signal=115%	
GOBP_KINETOCHORE_ORGANIZATION	GOBP_KINETOCHORE_ORGANIZATION		23	-0.61697257	-1.91243	0.0021929825	0.021264456	0.573	2167	tags=43%, list=13%, signal=50%	
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION		112	-0.4592724	-1.9036049	0.0	0.023429273	0.615	3767	tags=45%, list=22%, signal=57%	
GOBP_TELOMERASE_RNA_LOCALIZATION	GOBP_TELOMERASE_RNA_LOCALIZATION		19	-0.6720271	-1.903259	0.0022727272	0.023050688	0.615	4180	tags=68%, list=24%, signal=90%	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION		25	-0.6142421	-1.9029197	0.0	0.02275567	0.615	1616	tags=32%, list=9%, signal=35%	
GOBP_MONOCYTE_CHEMOTAXIS	GOBP_MONOCYTE_CHEMOTAXIS		39	-0.55606616	-1.8920493	0.0	0.025563695	0.665	1774	tags=38%, list=10%, signal=43%	
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY		24	-0.6206935	-1.8876936	0.0	0.027004918	0.698	4723	tags=63%, list=28%, signal=86%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION		129	-0.44115874	-1.8841611	0.0	0.027471526	0.705	3776	tags=38%, list=22%, signal=48%	
GOBP_METAPHASE_PLATE_CONGRESSION	GOBP_METAPHASE_PLATE_CONGRESSION		72	-0.48578992	-1.8814049	0.0	0.028101115	0.717	3193	tags=43%, list=19%, signal=53%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION		204	-0.41211703	-1.8811437	0.0	0.027770761	0.719	4863	tags=42%, list=28%, signal=58%	
