NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NUCLEOSOME_ASSEMBLY	GOBP_NUCLEOSOME_ASSEMBLY	Details ...	100	-0.8226223	-3.3084924	0.0	0.0	0.0	876	tags=52%, list=5%, signal=54%	
GOBP_NUCLEOSOME_ORGANIZATION	GOBP_NUCLEOSOME_ORGANIZATION	Details ...	134	-0.78314745	-3.2849998	0.0	0.0	0.0	876	tags=43%, list=5%, signal=44%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	230	-0.7162749	-3.228955	0.0	0.0	0.0	1198	tags=37%, list=7%, signal=39%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	Details ...	241	-0.70172435	-3.1798558	0.0	0.0	0.0	876	tags=32%, list=5%, signal=34%	
GOBP_CHROMOSOME_SEGREGATION	GOBP_CHROMOSOME_SEGREGATION	Details ...	359	-0.66191673	-3.1426597	0.0	0.0	0.0	1860	tags=37%, list=11%, signal=41%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GOBP_DNA_TEMPLATED_DNA_REPLICATION	Details ...	163	-0.73395824	-3.138321	0.0	0.0	0.0	1720	tags=50%, list=10%, signal=55%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	123	-0.75133467	-3.1335557	0.0	0.0	0.0	1198	tags=41%, list=7%, signal=44%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	105	-0.7616162	-3.0953174	0.0	0.0	0.0	1198	tags=44%, list=7%, signal=47%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	Details ...	302	-0.6668657	-3.094157	0.0	0.0	0.0	1198	tags=32%, list=7%, signal=34%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	Details ...	110	-0.7487707	-3.0782082	0.0	0.0	0.0	1622	tags=50%, list=9%, signal=55%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	242	-0.67066693	-3.072398	0.0	0.0	0.0	2847	tags=44%, list=17%, signal=52%	
GOBP_TELOMERE_ORGANIZATION	GOBP_TELOMERE_ORGANIZATION	Details ...	180	-0.69649667	-3.071728	0.0	0.0	0.0	1770	tags=42%, list=10%, signal=46%	
GOBP_MITOTIC_NUCLEAR_DIVISION	GOBP_MITOTIC_NUCLEAR_DIVISION	Details ...	315	-0.6536805	-3.0505428	0.0	0.0	0.0	1899	tags=38%, list=11%, signal=42%	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	93	-0.74508077	-2.9720147	0.0	0.0	0.0	1805	tags=49%, list=11%, signal=55%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	94	-0.74891746	-2.9632118	0.0	0.0	0.0	1198	tags=41%, list=7%, signal=44%	
GOBP_DNA_REPLICATION	GOBP_DNA_REPLICATION	Details ...	279	-0.6404229	-2.9614487	0.0	0.0	0.0	1880	tags=41%, list=11%, signal=45%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	Details ...	129	-0.71349347	-2.953497	0.0	0.0	0.0	1198	tags=38%, list=7%, signal=41%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	53	-0.8197092	-2.95071	0.0	0.0	0.0	1805	tags=64%, list=11%, signal=72%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	Details ...	163	-0.6759147	-2.9136856	0.0	0.0	0.0	1969	tags=39%, list=12%, signal=43%	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	Details ...	61	-0.7836187	-2.8999085	0.0	0.0	0.0	1805	tags=61%, list=11%, signal=68%	
GOBP_CHROMOSOME_LOCALIZATION	GOBP_CHROMOSOME_LOCALIZATION		87	-0.7316224	-2.8918588	0.0	0.0	0.0	1600	tags=38%, list=9%, signal=42%	
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION		59	-0.78303605	-2.8890784	0.0	0.0	0.0	1489	tags=44%, list=9%, signal=48%	
