NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	Details ...	35	0.6882371	2.2688816	0.0	0.0	0.0	1145	tags=37%, list=7%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	Details ...	33	0.69481176	2.253397	0.0	0.0	0.0	1362	tags=39%, list=8%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	Details ...	24	0.75160635	2.2291093	0.0	0.0	0.0	1145	tags=46%, list=7%, signal=49%	
GOBP_CHOLESTEROL_EFFLUX	GOBP_CHOLESTEROL_EFFLUX	Details ...	47	0.62752885	2.1811328	0.0	5.8141863E-4	0.002	1333	tags=34%, list=8%, signal=37%	
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	Details ...	285	0.45996603	2.1153808	0.0	0.005764726	0.025	3169	tags=40%, list=19%, signal=48%	
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	Details ...	86	0.5305142	2.0903828	0.0	0.008637717	0.043	3228	tags=47%, list=19%, signal=57%	
GOBP_KERATINIZATION	GOBP_KERATINIZATION	Details ...	24	0.7010572	2.0579033	0.0	0.011837601	0.069	2461	tags=54%, list=14%, signal=63%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	Details ...	150	0.4725375	2.0187187	0.0	0.020703351	0.135	3257	tags=43%, list=19%, signal=53%	
GOBP_NEGATIVE_CHEMOTAXIS	GOBP_NEGATIVE_CHEMOTAXIS	Details ...	42	0.58680654	2.0141215	0.0	0.020431444	0.146	4137	tags=62%, list=24%, signal=81%	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	83	0.51259744	2.006357	0.0	0.020222388	0.158	3498	tags=41%, list=20%, signal=51%	
