NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_STEROL_METABOLIC_PROCESS	GOBP_STEROL_METABOLIC_PROCESS	Details ...	134	0.5464703	2.2306156	0.0	9.4788976E-4	0.001	3153	tags=43%, list=18%, signal=52%	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	Details ...	63	0.6008877	2.1530113	0.0	0.0042931605	0.009	3296	tags=46%, list=19%, signal=57%	
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	Details ...	129	0.52960056	2.1221576	0.0	0.005709721	0.018	3153	tags=43%, list=18%, signal=52%	
GOBP_STEROL_BIOSYNTHETIC_PROCESS	GOBP_STEROL_BIOSYNTHETIC_PROCESS	Details ...	58	0.5637809	2.0301852	0.0	0.028580388	0.114	4227	tags=55%, list=25%, signal=73%	
GOBP_NUCLEOSOME_ASSEMBLY	GOBP_NUCLEOSOME_ASSEMBLY	Details ...	100	0.50687563	1.9817685	0.0	0.05068101	0.231	2448	tags=37%, list=14%, signal=43%	
GOBP_ALCOHOL_METABOLIC_PROCESS	GOBP_ALCOHOL_METABOLIC_PROCESS	Details ...	316	0.4365536	1.9686686	0.0	0.051467456	0.279	3154	tags=34%, list=18%, signal=42%	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	Details ...	21	0.6766126	1.9423772	0.0	0.06810023	0.395	2412	tags=43%, list=14%, signal=50%	
GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	Details ...	17	0.7166698	1.9288682	0.001776199	0.07436152	0.46	2250	tags=59%, list=13%, signal=68%	
GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY	GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY	Details ...	31	0.6112009	1.9263119	0.0017421603	0.06906019	0.472	2250	tags=58%, list=13%, signal=67%	
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	Details ...	472	0.40750885	1.9213728	0.0	0.066546835	0.496	3154	tags=31%, list=18%, signal=37%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	Details ...	26	0.6279544	1.907253	0.0	0.07342279	0.566	4167	tags=65%, list=24%, signal=86%	
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	Details ...	53	0.5434433	1.9062223	0.0	0.068255216	0.57	2412	tags=38%, list=14%, signal=44%	
GOBP_VISUAL_BEHAVIOR	GOBP_VISUAL_BEHAVIOR	Details ...	45	0.5558447	1.8863512	0.0	0.08438639	0.677	1498	tags=27%, list=9%, signal=29%	
