NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NUCLEOSOME_ASSEMBLY	GOBP_NUCLEOSOME_ASSEMBLY	Details ...	100	-0.73535925	-3.0744696	0.0	0.0	0.0	763	tags=44%, list=4%, signal=46%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	230	-0.6408133	-3.0092368	0.0	0.0	0.0	2641	tags=47%, list=15%, signal=54%	
GOBP_NUCLEOSOME_ORGANIZATION	GOBP_NUCLEOSOME_ORGANIZATION	Details ...	134	-0.6865731	-3.00324	0.0	0.0	0.0	3292	tags=58%, list=19%, signal=72%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	Details ...	241	-0.63399804	-2.98267	0.0	0.0	0.0	3292	tags=49%, list=19%, signal=59%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GOBP_DNA_TEMPLATED_DNA_REPLICATION	Details ...	163	-0.6601365	-2.9532938	0.0	0.0	0.0	3474	tags=56%, list=20%, signal=69%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	123	-0.6824075	-2.9225638	0.0	0.0	0.0	1981	tags=46%, list=12%, signal=52%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	94	-0.69612044	-2.898986	0.0	0.0	0.0	2096	tags=50%, list=12%, signal=57%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	105	-0.6889436	-2.8893375	0.0	0.0	0.0	2096	tags=50%, list=12%, signal=57%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	Details ...	302	-0.5846799	-2.837169	0.0	0.0	0.0	2641	tags=42%, list=15%, signal=48%	
GOBP_MITOTIC_NUCLEAR_DIVISION	GOBP_MITOTIC_NUCLEAR_DIVISION	Details ...	315	-0.58601254	-2.8205245	0.0	0.0	0.0	2518	tags=42%, list=15%, signal=48%	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	93	-0.6894135	-2.8170223	0.0	0.0	0.0	3494	tags=60%, list=20%, signal=75%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	242	-0.59346855	-2.8039825	0.0	0.0	0.0	3542	tags=48%, list=21%, signal=59%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	Details ...	129	-0.6470227	-2.7872539	0.0	0.0	0.0	1981	tags=44%, list=12%, signal=50%	
GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY	GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY	Details ...	31	-0.82398915	-2.7842045	0.0	0.0	0.0	2362	tags=81%, list=14%, signal=93%	
