NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	Details ...	58	0.6191745	2.3615136	0.0	0.0	0.0	2858	tags=41%, list=17%, signal=50%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	Details ...	30	0.71061444	2.3202066	0.0	0.0	0.0	1625	tags=50%, list=10%, signal=55%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	Details ...	35	0.6756592	2.3022146	0.0	0.0	0.0	1625	tags=43%, list=10%, signal=47%	
GOBP_GLIAL_CELL_ACTIVATION	GOBP_GLIAL_CELL_ACTIVATION	Details ...	41	0.63948226	2.2618449	0.0	0.0	0.0	3627	tags=63%, list=21%, signal=80%	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	Details ...	16	0.76521605	2.1561127	0.0	0.00412516	0.02	1539	tags=56%, list=9%, signal=62%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	Details ...	20	0.7135686	2.142659	0.0	0.0046476587	0.027	2265	tags=65%, list=13%, signal=75%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	Details ...	48	0.58683455	2.141845	0.0	0.0039837076	0.027	2265	tags=46%, list=13%, signal=53%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	Details ...	51	0.58746225	2.1323698	0.0	0.003744941	0.029	1774	tags=41%, list=10%, signal=46%	
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	Details ...	160	0.47107062	2.1275258	0.0	0.0039078845	0.034	2988	tags=36%, list=17%, signal=44%	
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	Details ...	130	0.48905528	2.117516	0.0	0.004246133	0.041	2975	tags=39%, list=17%, signal=47%	
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	Details ...	37	0.62060404	2.109277	0.0	0.0040502865	0.043	3627	tags=59%, list=21%, signal=75%	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	Details ...	16	0.761384	2.1059582	0.0	0.00397133	0.046	1523	tags=44%, list=9%, signal=48%	
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	Details ...	342	0.4259714	2.092758	0.0	0.0046959487	0.059	2988	tags=31%, list=17%, signal=37%	
GOBP_REGULATION_OF_PH	GOBP_REGULATION_OF_PH	Details ...	83	0.51572615	2.0892603	0.0	0.004360524	0.059	2975	tags=39%, list=17%, signal=46%	
GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	Details ...	93	0.50810844	2.073888	0.0	0.0053831474	0.077	2975	tags=40%, list=17%, signal=48%	
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	Details ...	26	0.6579802	2.0691206	0.0	0.005501824	0.084	1833	tags=35%, list=11%, signal=39%	
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	Details ...	19	0.72190654	2.061976	0.0	0.0060253628	0.096	1539	tags=47%, list=9%, signal=52%	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	Details ...	34	0.6071544	2.049743	0.0	0.006665187	0.113	1801	tags=38%, list=11%, signal=43%	
