NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	Details ...	136	0.4866808	2.1339352	0.0	0.031202322	0.036	3175	tags=38%, list=19%, signal=47%	
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	Details ...	26	0.62109303	1.992211	0.0	0.17224687	0.335	2747	tags=50%, list=16%, signal=59%	
GOBP_SENSORY_PERCEPTION_OF_TASTE	GOBP_SENSORY_PERCEPTION_OF_TASTE	Details ...	37	0.59280694	1.9825727	0.0	0.12983915	0.369	4743	tags=65%, list=28%, signal=90%	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	Details ...	73	0.5028329	1.9350132	0.0	0.17383735	0.556	3300	tags=40%, list=19%, signal=49%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	Details ...	150	0.43906906	1.9068155	0.0	0.19498192	0.667	4249	tags=53%, list=25%, signal=69%	
GOBP_BONE_MINERALIZATION	GOBP_BONE_MINERALIZATION	Details ...	111	0.44997367	1.8998954	0.0	0.17907758	0.701	3443	tags=41%, list=20%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	Details ...	46	0.53425604	1.8989385	0.0018518518	0.15485646	0.703	4011	tags=39%, list=23%, signal=51%	
GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	Details ...	20	0.64116776	1.8886279	0.0	0.15411496	0.749	3664	tags=50%, list=21%, signal=64%	
GOBP_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	GOBP_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	Details ...	23	0.61374605	1.8776791	0.0	0.15766485	0.794	1662	tags=39%, list=10%, signal=43%	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	Details ...	34	0.5547109	1.8713216	0.0019646366	0.1534225	0.814	3033	tags=47%, list=18%, signal=57%	
