NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_COLLAGEN_FIBRIL_ORGANIZATION	GOBP_COLLAGEN_FIBRIL_ORGANIZATION	Details ...	61	-0.61032504	-2.3937342	0.0	0.0	0.0	2424	tags=52%, list=14%, signal=61%	
GOBP_SARCOMERE_ORGANIZATION	GOBP_SARCOMERE_ORGANIZATION	Details ...	37	-0.6460064	-2.281963	0.0	6.077023E-4	0.001	1178	tags=41%, list=7%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	Details ...	44	-0.6165422	-2.278013	0.0	4.051349E-4	0.001	2016	tags=50%, list=12%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	Details ...	51	-0.60517365	-2.258796	0.0	6.1253813E-4	0.002	1372	tags=41%, list=8%, signal=45%	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	Details ...	61	-0.5729602	-2.2404103	0.0	9.814366E-4	0.004	3117	tags=51%, list=18%, signal=62%	
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	Details ...	203	-0.46542767	-2.2216008	0.0	0.0014371091	0.007	2162	tags=33%, list=13%, signal=37%	
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	Details ...	59	-0.57613045	-2.2185729	0.0	0.0012318077	0.007	1178	tags=32%, list=7%, signal=34%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	105	-0.5044567	-2.2035398	0.0	0.0010778318	0.007	3149	tags=40%, list=18%, signal=49%	
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	48	-0.58784837	-2.2018242	0.0	9.580727E-4	0.007	3117	tags=52%, list=18%, signal=64%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	Details ...	129	-0.48618042	-2.1972718	0.0	9.846044E-4	0.008	3149	tags=38%, list=18%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	Details ...	116	-0.5005415	-2.1736126	0.0	0.001786124	0.016	2282	tags=39%, list=13%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	Details ...	60	-0.5497659	-2.1704617	0.0	0.0016372803	0.016	2365	tags=47%, list=14%, signal=54%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	94	-0.50164723	-2.1473925	0.0	0.003212662	0.034	3149	tags=39%, list=18%, signal=48%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	123	-0.47935554	-2.1378438	0.0	0.0035957482	0.041	3149	tags=37%, list=18%, signal=46%	
GOBP_REGULATION_OF_WOUND_HEALING	GOBP_REGULATION_OF_WOUND_HEALING	Details ...	113	-0.48767728	-2.1366322	0.0	0.0033560318	0.041	1372	tags=29%, list=8%, signal=32%	
GOBP_AMINO_ACID_ACTIVATION	GOBP_AMINO_ACID_ACTIVATION	Details ...	44	-0.58489853	-2.1299846	0.0	0.0036084102	0.047	2554	tags=43%, list=15%, signal=51%	
GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	Details ...	22	-0.69876087	-2.1279361	0.0	0.0035385336	0.049	1811	tags=59%, list=11%, signal=66%	
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	Details ...	61	-0.53596497	-2.1096568	0.0	0.0044323513	0.065	2016	tags=43%, list=12%, signal=48%	
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	Details ...	156	-0.4575034	-2.095708	0.0	0.0056134504	0.084	2365	tags=36%, list=14%, signal=41%	
GOBP_STRESS_FIBER_ASSEMBLY	GOBP_STRESS_FIBER_ASSEMBLY	Details ...	104	-0.47784695	-2.0946014	0.0	0.00545589	0.086	1372	tags=31%, list=8%, signal=33%	
GOBP_MITOTIC_NUCLEAR_DIVISION	GOBP_MITOTIC_NUCLEAR_DIVISION		315	-0.4187166	-2.0860622	0.0	0.006422586	0.105	3432	tags=36%, list=20%, signal=44%	
GOBP_WOUND_HEALING	GOBP_WOUND_HEALING		371	-0.41111633	-2.0860074	0.0	0.0061306497	0.105	1503	tags=24%, list=9%, signal=26%	
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION		187	-0.4445566	-2.0792713	0.0	0.0064020674	0.113	1372	tags=27%, list=8%, signal=29%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION		53	-0.54801065	-2.0758634	0.0	0.0062902803	0.115	3117	tags=45%, list=18%, signal=55%	
GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY		15	-0.7490276	-2.0752325	0.0025	0.006038669	0.115	2298	tags=53%, list=13%, signal=62%	
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION		285	-0.41602537	-2.0747452	0.0	0.005901965	0.117	1971	tags=29%, list=12%, signal=33%	
GOBP_PROTEIN_HYDROXYLATION	GOBP_PROTEIN_HYDROXYLATION		27	-0.6321182	-2.0647833	0.0	0.00637078	0.132	2169	tags=48%, list=13%, signal=55%	
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING		111	-0.47468904	-2.064757	0.0	0.0062322537	0.134	2106	tags=36%, list=12%, signal=41%	
GOBP_CELL_SUBSTRATE_ADHESION	GOBP_CELL_SUBSTRATE_ADHESION		343	-0.4070723	-2.0638764	0.0	0.006145788	0.137	2162	tags=30%, list=13%, signal=33%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION		230	-0.42538947	-2.0624337	0.0	0.0059818155	0.138	3432	tags=36%, list=20%, signal=45%	
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_BASEMENT_MEMBRANE_ORGANIZATION		34	-0.58445585	-2.058163	0.0	0.0060643787	0.143	2544	tags=53%, list=15%, signal=62%	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		17	-0.69909143	-2.052988	0.0023148148	0.006333393	0.152	1047	tags=41%, list=6%, signal=44%	
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS		41	-0.5652593	-2.0420618	0.0	0.0072135706	0.174	2161	tags=51%, list=13%, signal=58%	
GOBP_PLATELET_AGGREGATION	GOBP_PLATELET_AGGREGATION		62	-0.5200625	-2.0395954	0.0	0.0072523314	0.178	1771	tags=35%, list=10%, signal=39%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION		21	-0.64736027	-2.0226805	0.0	0.008936732	0.22	898	tags=29%, list=5%, signal=30%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION		420	-0.39432144	-2.0215602	0.0	0.008825594	0.222	2524	tags=30%, list=15%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS		26	-0.6080478	-2.0203276	0.0025316456	0.008620704	0.223	2161	tags=54%, list=13%, signal=62%	
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM		17	-0.69501036	-2.0162709	0.0	0.008650338	0.228	1524	tags=29%, list=9%, signal=32%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION		256	-0.41071323	-2.0136414	0.0	0.008649111	0.235	1845	tags=27%, list=11%, signal=30%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION		25	-0.63583124	-2.0093727	0.0	0.008890506	0.246	1848	tags=36%, list=11%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION		82	-0.47910804	-2.0051827	0.0	0.009119643	0.257	2016	tags=33%, list=12%, signal=37%	
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION		183	-0.42511278	-1.9921557	0.0	0.010805595	0.301	1725	tags=27%, list=10%, signal=29%	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY		44	-0.56498504	-1.9875981	0.004962779	0.011298733	0.323	2169	tags=43%, list=13%, signal=49%	
GOBP_KINETOCHORE_ORGANIZATION	GOBP_KINETOCHORE_ORGANIZATION		23	-0.63923115	-1.9863374	0.0023310024	0.011208253	0.326	4231	tags=65%, list=25%, signal=87%	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION		41	-0.55331504	-1.9798038	0.0	0.012237105	0.352	3363	tags=49%, list=20%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		20	-0.6411319	-1.971385	0.0	0.013646756	0.393	1318	tags=40%, list=8%, signal=43%	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	GOBP_REGULATION_OF_NUCLEAR_DIVISION		131	-0.4420989	-1.9672029	0.0	0.014220991	0.411	3149	tags=40%, list=18%, signal=49%	
