NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_HORMONE_METABOLIC_PROCESS	GOBP_HORMONE_METABOLIC_PROCESS	Details ...	187	0.51498103	2.3182802	0.0	0.0	0.0	1825	tags=31%, list=11%, signal=34%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	Details ...	150	0.52122265	2.2758315	0.0	0.0	0.0	2795	tags=44%, list=16%, signal=52%	
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	Details ...	235	0.47803423	2.2182167	0.0	8.6898863E-4	0.002	2795	tags=38%, list=16%, signal=45%	
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	Details ...	30	0.6747663	2.1876764	0.0	0.0012793305	0.004	1223	tags=30%, list=7%, signal=32%	
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	Details ...	33	0.661996	2.1853063	0.0	0.0010234644	0.004	1332	tags=45%, list=8%, signal=49%	
GOBP_RETINOL_METABOLIC_PROCESS	GOBP_RETINOL_METABOLIC_PROCESS	Details ...	42	0.6374564	2.1823556	0.0	8.52887E-4	0.004	2771	tags=48%, list=16%, signal=57%	
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	Details ...	86	0.5379633	2.1654305	0.0	9.144335E-4	0.005	2496	tags=40%, list=15%, signal=46%	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	Details ...	46	0.6019886	2.15602	0.0	0.0011161704	0.007	2546	tags=41%, list=15%, signal=48%	
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	Details ...	107	0.52074486	2.1557484	0.0	9.921516E-4	0.007	3476	tags=45%, list=20%, signal=56%	
GOBP_RETINAL_METABOLIC_PROCESS	GOBP_RETINAL_METABOLIC_PROCESS	Details ...	17	0.76037484	2.1460466	0.0	0.0015426879	0.012	1707	tags=41%, list=10%, signal=46%	
