NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NUCLEOSOME_ASSEMBLY	GOBP_NUCLEOSOME_ASSEMBLY	Details ...	100	-0.82961434	-3.1791987	0.0	0.0	0.0	713	tags=54%, list=4%, signal=56%	
GOBP_NUCLEOSOME_ORGANIZATION	GOBP_NUCLEOSOME_ORGANIZATION	Details ...	134	-0.77278954	-3.1642165	0.0	0.0	0.0	1299	tags=47%, list=8%, signal=50%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	Details ...	241	-0.71219873	-3.0897467	0.0	0.0	0.0	1641	tags=39%, list=10%, signal=42%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	230	-0.7133934	-3.0675871	0.0	0.0	0.0	1731	tags=40%, list=10%, signal=44%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	105	-0.77202535	-3.0353367	0.0	0.0	0.0	1711	tags=47%, list=10%, signal=52%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	Details ...	302	-0.67395484	-3.0193582	0.0	0.0	0.0	1779	tags=37%, list=10%, signal=41%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GOBP_DNA_TEMPLATED_DNA_REPLICATION	Details ...	163	-0.7275869	-3.010728	0.0	0.0	0.0	2482	tags=55%, list=15%, signal=63%	
GOBP_CHROMOSOME_SEGREGATION	GOBP_CHROMOSOME_SEGREGATION	Details ...	359	-0.6612645	-3.0034535	0.0	0.0	0.0	1853	tags=37%, list=11%, signal=41%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	123	-0.7602518	-2.9752743	0.0	0.0	0.0	1711	tags=45%, list=10%, signal=49%	
GOBP_DNA_REPLICATION	GOBP_DNA_REPLICATION	Details ...	279	-0.6721534	-2.968423	0.0	0.0	0.0	2514	tags=47%, list=15%, signal=55%	
GOBP_TELOMERE_ORGANIZATION	GOBP_TELOMERE_ORGANIZATION	Details ...	180	-0.70629764	-2.966243	0.0	0.0	0.0	2147	tags=43%, list=13%, signal=48%	
GOBP_MITOTIC_NUCLEAR_DIVISION	GOBP_MITOTIC_NUCLEAR_DIVISION	Details ...	315	-0.6621157	-2.9654937	0.0	0.0	0.0	1783	tags=36%, list=10%, signal=40%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	Details ...	129	-0.7418979	-2.9648454	0.0	0.0	0.0	1779	tags=44%, list=10%, signal=49%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	Details ...	110	-0.75172395	-2.9604075	0.0	0.0	0.0	1870	tags=48%, list=11%, signal=54%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	242	-0.6751891	-2.9342601	0.0	0.0	0.0	2088	tags=38%, list=12%, signal=43%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	94	-0.76478106	-2.924649	0.0	0.0	0.0	1711	tags=45%, list=10%, signal=49%	
